Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Year,Citation Count,Semantic Scholar URL,Final Link
NU,Greg Wagner,91998567,Most Cited,Data-driven multi-scale multi-physics models to derive process–structure–property relationships for additive manufacturing,2018,194,https://www.semanticscholar.org/paper/1e39cf675229fa10ad1832d3954f088bfb439dfb,https://doi.org/10.1007/S00466-018-1539-Z
NU,Greg Wagner,91998567,Most Cited,A molecular dynamics study of void growth and coalescence in single crystal nickel,2006,169,https://www.semanticscholar.org/paper/a134db520c75efc8acca5f2b3e9bf0514fc8a75f,https://doi.org/10.1016/J.IJPLAS.2005.02.001
NU,Greg Wagner,91998567,Most Cited,A surface Cauchy–Born model for nanoscale materials,2006,165,https://www.semanticscholar.org/paper/6b993347d53059c35f6a7f779437b6c01a9f305b,http://imechanica.org/files/parkIJNME2006.pdf
NU,Greg Wagner,91998567,Most Recent,Convolution hierarchical deep-learning neural network (C-HiDeNN) with graphics processing unit (GPU) acceleration,2023,36,https://www.semanticscholar.org/paper/3c56844daa3561df6fff1c260697a654032a327c,https://doi.org/10.1007/s00466-023-02329-4
NU,Greg Wagner,91998567,Most Recent,"Convolution Hierarchical Deep-learning Neural Networks (C-HiDeNN): finite elements, isogeometric analysis, tensor decomposition, and beyond",2023,36,https://www.semanticscholar.org/paper/6463bced30aedca9208702e43f59286369c806f1,https://doi.org/10.1007/s00466-023-02336-5
NU,Greg Wagner,91998567,Most Recent,CALIBRATION OF CELLULAR AUTOMATION MODEL FOR MICROSTRUCTURE PREDICTION IN ADDITIVE MANUFACTURING USING DISSIMILARITY SCORE,2023,7,https://www.semanticscholar.org/paper/7724dab5fa5e7c77bd9c8228a06e0d88873defcc,https://doi.org/10.1115/1.4056690
NU,Greg Wagner,91998567,Most Recent,"A representative volume element network (RVE-net) for accelerating RVE analysis, microscale material identification, and defect characterization",2022,17,https://www.semanticscholar.org/paper/71561604ab6e8d9ae73dcd396c5642e254158332,https://www.sciencedirect.com/science/article/am/pii/S0045782521007106
NU,Greg Wagner,91998567,Most Recent,A physics-informed machine learning method for predicting grain structure characteristics in directed energy deposition,2022,66,https://www.semanticscholar.org/paper/9335ee8140b72d87f0d26c902edd67587d7e3f88,https://doi.org/10.1016/j.commatsci.2021.110958
NU,Greg Wagner,91998567,Most Recent,Impact of assuming a circular orifice on flow error through elliptical regurgitant orifices: computational fluid dynamics and in vitro analysis of proximal flow convergence,2022,4,https://www.semanticscholar.org/paper/95b7fbacc7e96617a295f774e602c28905783fab,https://doi.org/10.1007/s10554-022-02729-2
NU,Greg Wagner,91998567,Most Recent,"Data-driven analysis of process, structure, and properties of additively manufactured Inconel 718 thin walls",2022,39,https://www.semanticscholar.org/paper/c1ba8656a218ea243918360e93a8cec54c54549c,https://www.nature.com/articles/s41524-022-00808-5.pdf
NU,Greg Wagner,91998567,Most Recent,An optimally-coupled multi-time stepping method for transient heat conduction simulation for additive manufacturing,2021,20,https://www.semanticscholar.org/paper/07d05a447e64215515bc02ffcb44d9faf54f0cd1,https://doi.org/10.1016/J.CMA.2021.113825
NU,Greg Wagner,91998567,Most Recent,Double Averaging Analysis Applied to a Large Eddy Simulation of Coupled Turbulent Overlying and Porewater Flow,2021,8,https://www.semanticscholar.org/paper/519433e77ae2e02a04181a2481265084c5f1dc02,https://scholarworks.boisestate.edu/context/civileng_facpubs/article/1176/viewcontent/Roche__Kevin__2021__Double_averaging_analysis___pub.pdf
NU,Greg Wagner,91998567,Most Recent,"Data driven analysis of thermal simulations, microstructure and mechanical properties of Inconel 718 thin walls deposited by metal additive manufacturing",2021,0,https://www.semanticscholar.org/paper/77b0c385e98228e473260ea2241eeb31a07557e9,https://www.semanticscholar.org/paper/77b0c385e98228e473260ea2241eeb31a07557e9
NU,Horacio Espinosa,144854104,Most Cited,Measurements of near-ultimate strength for multiwalled carbon nanotubes and irradiation-induced crosslinking improvements.,2008,1064,https://www.semanticscholar.org/paper/b73096328189c4304886cf1fc26ec1b7b1189ec5,https://doi.org/10.1038/nnano.2008.211
NU,Horacio Espinosa,144854104,Most Cited,On the mechanics of mother-of-pearl: a key feature in the material hierarchical structure,2007,911,https://www.semanticscholar.org/paper/42c475c16a252996a37008a3f7f73f5e09d13cde,https://doi.org/10.1016/J.JMPS.2006.07.007
NU,Horacio Espinosa,144854104,Most Cited,Merger of structure and material in nacre and bone - Perspectives on de novo biomimetic materials,2009,730,https://www.semanticscholar.org/paper/46730bf09b0181d36a5034a9ab6ea5d4587b648c,https://doi.org/10.1016/J.PMATSCI.2009.05.001
NU,Horacio Espinosa,144854104,Most Cited,An Experimental Investigation of Deformation and Fracture of Nacre–Mother of Pearl,2007,476,https://www.semanticscholar.org/paper/3d396f31304746846be9df335e0047cb75e2399a,https://doi.org/10.1007/S11340-007-9040-1
NU,Horacio Espinosa,144854104,Most Cited,Elasticity size effects in ZnO nanowires--a combined experimental-computational approach.,2008,420,https://www.semanticscholar.org/paper/84ca4a66da3c4a0f3fd781b21053a4be9996bdb4,https://doi.org/10.1021/nl801724b
NU,Horacio Espinosa,144854104,Most Cited,Nanoelectromechanical contact switches.,2012,406,https://www.semanticscholar.org/paper/f7484996fa52e9ca6415ecde662c5c1a32d62226,https://doi.org/10.1038/nnano.2012.40
NU,Horacio Espinosa,144854104,Most Cited,A grain level model for the study of failure initiation and evolution in polycrystalline brittle materials. Part I: Theory and numerical implementation,2003,378,https://www.semanticscholar.org/paper/04c7cbd03e84f96d18c2bc91f649e537f4d4ccfc,https://doi.org/10.1016/S0167-6636(02)00285-5
NU,Horacio Espinosa,144854104,Most Cited,Plasticity size effects in free-standing submicron polycrystalline FCC films subjected to pure tension,2004,375,https://www.semanticscholar.org/paper/11289e34195ecf780092464023224a3bc1c02281,https://doi.org/10.1016/J.JMPS.2003.07.001
NU,Horacio Espinosa,144854104,Most Cited,Tablet-level origin of toughening in abalone shells and translation to synthetic composite materials.,2011,373,https://www.semanticscholar.org/paper/6139ad17a9106a17dbb83f117f448ed70cb2af11,https://www.nature.com/articles/ncomms1172.pdf
NU,Horacio Espinosa,144854104,Most Cited,An electromechanical material testing system for in situ electron microscopy and applications.,2005,365,https://www.semanticscholar.org/paper/56ac86cc0e147e6d5d59cba2ca8a75f61a76145f,https://europepmc.org/articles/pmc1253576?pdf=render
NU,Horacio Espinosa,144854104,Most Recent,Characterization of adhesion strength between carbon nanotubes and cementitious materials,2023,14,https://www.semanticscholar.org/paper/83235cdf2632602c0ba8aa604eced12d8dce6b51,https://www.sciencedirect.com/science/article/am/pii/S0958946523000276
NU,Horacio Espinosa,144854104,Most Recent,Facile fabrication of 2D material multilayers and vdW heterostructures with multimodal microscopy and AFM characterization,2022,11,https://www.semanticscholar.org/paper/271cee20691857eede834f69b9d367e02330fbdf,https://www.sciencedirect.com/science/article/am/pii/S1369702122000025
NU,Horacio Espinosa,144854104,Most Recent,Revealing Layer‐Specific Ultrastructure and Nanomechanics of Fibrillar Collagen in Human Aorta via Atomic Force Microscopy Testing: Implications on Tissue Mechanics at Macroscopic Scale,2022,30,https://www.semanticscholar.org/paper/77ae99c470c793c472216441829ed6c22449b51d,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anbr.202100159
NU,Horacio Espinosa,144854104,Most Recent,Atomistic measurement and modeling of intrinsic fracture toughness of two-dimensional materials,2022,21,https://www.semanticscholar.org/paper/ad6cdc56bd47306b5e7316d2dcc67caf2bab8a90,https://doi.org/10.1073/pnas.2206756119
NU,Horacio Espinosa,144854104,Most Recent,Multi-objective parametrization of interatomic potentials for large deformation pathways and fracture of two-dimensional materials,2021,22,https://www.semanticscholar.org/paper/0946baa92fb7bc3117a873fae6525338c26c1087,https://www.nature.com/articles/s41524-021-00573-x.pdf
NU,Horacio Espinosa,144854104,Most Recent,Deep Learning and Computer Vision Strategies for Automated Gene Editing with a Single-Cell Electroporation Platform,2021,16,https://www.semanticscholar.org/paper/12002f901fd9778fb677d5302eed60b3bc305886,https://doi.org/10.1177/2472630320982320
NU,Horacio Espinosa,144854104,Most Recent,Programmable 3D structures via Kirigami engineering and controlled stretching,2021,15,https://www.semanticscholar.org/paper/16f2f1a9c48b4c13545a439f67dfedc913d0c749,https://www.sciencedirect.com/science/article/am/pii/S2352431620303035
NU,Horacio Espinosa,144854104,Most Recent,Magnetically induced micropillar arrays for an ultrasensitive flexible sensor with a wireless recharging system,2021,20,https://www.semanticscholar.org/paper/2adc9c350a9058245af176479bd83684c3ac9335,https://link.springer.com/content/pdf/10.1007/s40843-020-1637-9.pdf
NU,Horacio Espinosa,144854104,Most Recent,Edge-Mediated Annihilation of Vacancy Clusters in Monolayer Molybdenum Diselenide (MoSe2 ) under Electron Beam Irradiation.,2021,4,https://www.semanticscholar.org/paper/36bfb0997a58a9235da9e72e665ab8a7e6287fa5,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/smll.202105194
NU,Horacio Espinosa,144854104,Most Recent,Atomistic mechanisms of adhesion and shear strength in graphene oxide-polymer interfaces,2021,20,https://www.semanticscholar.org/paper/44de533bb4d12f091c6c4307ca9f35fc55e6e196,https://www.sciencedirect.com/science/article/am/pii/S0022509621002258
NU,J. Edward Colgate,1700106,Most Cited,Factors affecting the Z-Width of a haptic display,1994,746,https://www.semanticscholar.org/paper/e639aae19d7b314556e093f334683f9083ae97b8,https://doi.org/10.1109/ROBOT.1994.351077
NU,J. Edward Colgate,1700106,Most Cited,Passivity of a class of sampled-data systems: application to haptic interfaces,1994,687,https://www.semanticscholar.org/paper/4b5cf0938151c0b402eb027ffad2392f5e8d48a7,https://doi.org/10.1109/ACC.1994.735172
NU,J. Edward Colgate,1700106,Most Cited,Robust control of dynamically interacting systems,1988,636,https://www.semanticscholar.org/paper/312aa8b7e5f992ed88b87b7d38e4c550b2d327a3,https://doi.org/10.1080/00207178808906161
NU,J. Edward Colgate,1700106,Most Cited,Touching with Feeling,2019,597,https://www.semanticscholar.org/paper/ddf60086ab45bee3ce1e9b607aec4cebcb314fe1,https://doi.org/10.1007/978-3-030-17398-2_12
NU,J. Edward Colgate,1700106,Most Cited,Issues in the haptic display of tool use,1995,480,https://www.semanticscholar.org/paper/81fc35091b463167ac9d1733781aa45570b99ffa,https://doi.org/10.1109/IROS.1995.525875
NU,J. Edward Colgate,1700106,Most Cited,Mechanics and control of swimming: a review,2004,454,https://www.semanticscholar.org/paper/2a57df4c8d5b9d9a4a40cb32495399d44a1f3439,https://doi.org/10.1109/JOE.2004.833208
NU,J. Edward Colgate,1700106,Most Cited,Cobot architecture,2001,362,https://www.semanticscholar.org/paper/4e8883165285d034d4dd9a23b02da6929c2e22d5,https://doi.org/10.1109/70.954751
NU,J. Edward Colgate,1700106,Most Cited,Cobots: Robots for Collaboration With Human Operators,1996,351,https://www.semanticscholar.org/paper/54353022659475f2cbdc67f051a61e2fef7f82e9,https://doi.org/10.1115/imece1996-0367
NU,J. Edward Colgate,1700106,Most Cited,T-PaD: Tactile Pattern Display through Variable Friction Reduction,2007,337,https://www.semanticscholar.org/paper/e7a63f2deaffe7e9b30249568df3f095ba503468,https://doi.org/10.1109/WHC.2007.105
NU,J. Edward Colgate,1700106,Most Cited,Robotic touch shifts perception of embodiment to a prosthesis in targeted reinnervation amputees.,2011,315,https://www.semanticscholar.org/paper/a011b11d1471093e1a0f2e81a6af99fa7a1783b0,https://academic.oup.com/brain/article-pdf/134/3/747/16696524/awq361.pdf
NU,J. Edward Colgate,1700106,Most Recent,High-performance electroadhesive clutches with multilayered architecture,2025,2,https://www.semanticscholar.org/paper/58ff4c518c54a8c3d403b49a67d33abfbf4211c6,https://doi.org/10.1126/sciadv.ads0766
NU,J. Edward Colgate,1700106,Most Recent,3D Cal: An Open-Source Software Library for Calibrating Tactile Sensors,2025,0,https://www.semanticscholar.org/paper/831da763ceee81ff7227c3f4732c34aa9bdeb304,https://www.semanticscholar.org/paper/831da763ceee81ff7227c3f4732c34aa9bdeb304
NU,J. Edward Colgate,1700106,Most Recent,NURing: A Tendon-Driven Wearable Ring for On-Demand Kinesthetic Haptic Feedback,2025,0,https://www.semanticscholar.org/paper/a6e3ceca5c4ab7b52fc12fd5e4677530e55fc9c7,https://doi.org/10.1109/WHC64065.2025.11123213
NU,J. Edward Colgate,1700106,Most Recent,Decoding roughness perception in distributed haptic devices,2024,0,https://www.semanticscholar.org/paper/3a141846fb853efc1e6dac3f1717dc47bef15276,https://academic.oup.com/pnasnexus/advance-article-pdf/doi/10.1093/pnasnexus/pgae468/59786861/pgae468.pdf
NU,J. Edward Colgate,1700106,Most Recent,A New Expression for the Passivity Bound for a Class of Sampled-Data Systems,2024,1,https://www.semanticscholar.org/paper/a22f95043df2e78d40d632dc0d5cc8286bfa02c1,https://doi.org/10.1109/TRO.2024.3433869
NU,J. Edward Colgate,1700106,Most Recent,Bioelastic state recovery for haptic sensory substitution,2024,40,https://www.semanticscholar.org/paper/b3292e2254e9391f02d875f2896cfbf64c9b3428,https://doi.org/10.1038/s41586-024-08155-9
NU,J. Edward Colgate,1700106,Most Recent,Experimental Estimation of Gap Thickness and Electrostatic Forces Between Contacting Surfaces Under Electroadhesion,2024,6,https://www.semanticscholar.org/paper/e12de940a20eb820686dee2c953049a22be46a55,https://doi.org/10.1002/aisy.202300618
NU,J. Edward Colgate,1700106,Most Recent,The Single-Pitch Texel: A flexible and practical texture-rendering algorithm,2023,1,https://www.semanticscholar.org/paper/4eacdf4849da1566bbc8741843783cb05e5d8c42,https://academic.oup.com/pnasnexus/advance-article-pdf/doi/10.1093/pnasnexus/pgad452/55023344/pgad452.pdf
NU,J. Edward Colgate,1700106,Most Recent,"Preferential Contamination in Electroadhesive Touchscreens: Mechanisms, Multiphysics Model, and Solutions",2023,4,https://www.semanticscholar.org/paper/5016ff11b333ef35b9e0fc32e138d04dbdf4db47,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202300213
NU,J. Edward Colgate,1700106,Most Recent,The spatial profile of skin indentation shapes tactile perception across stimulus frequencies,2022,14,https://www.semanticscholar.org/paper/9b8a0d6a7733d39e9eab2b8a31df3662c2037c13,https://www.nature.com/articles/s41598-022-17324-7.pdf
NU,Jennifer B. Dunn,144552733,Most Cited,"Life-cycle greenhouse gas emissions of shale gas, natural gas, coal, and petroleum.",2012,601,https://www.semanticscholar.org/paper/b15b11d475ab8d36632aef84e22e5faf1704dc78,https://doi.org/10.1021/es201942m
NU,Jennifer B. Dunn,144552733,Most Cited,The significance of Li-ion batteries in electric vehicle life-cycle energy and emissions and recycling's role in its reduction,2015,401,https://www.semanticscholar.org/paper/ef319f611dabcf80fd78397e2052a62dd4e61fed,https://doi.org/10.1039/C4EE03029J
NU,Jennifer B. Dunn,144552733,Most Cited,Impact of recycling on cradle-to-gate energy consumption and greenhouse gas emissions of automotive lithium-ion batteries.,2012,386,https://www.semanticscholar.org/paper/0f63ace38af4abd31edcdba35544cf16dfe6ab07,https://doi.org/10.1021/es302420z
NU,Jennifer B. Dunn,144552733,Most Cited,Soil carbon sequestration and land use change associated with biofuel production: empirical evidence,2016,186,https://www.semanticscholar.org/paper/252ccf7d2301be004a7fc27f7c13a7a73fb25129,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/gcbb.12237
NU,Jennifer B. Dunn,144552733,Most Cited,"Material and energy flows in the materials production, assembly, and end-of-life stages of the automotive lithium-ion battery life cycle",2014,173,https://www.semanticscholar.org/paper/57998a9a31e2b541904017add8b29ccc648d24f9,https://www.osti.gov/servlets/purl/1044525
NU,Jennifer B. Dunn,144552733,Most Cited,Land-use change and greenhouse gas emissions from corn and cellulosic ethanol,2013,151,https://www.semanticscholar.org/paper/394c4cee0b9722dcd8ad75806d952fe4935571db,https://biotechnologyforbiofuels.biomedcentral.com/counter/pdf/10.1186/1754-6834-6-51
NU,Jennifer B. Dunn,144552733,Most Cited,Life cycle analysis of fuel production from fast pyrolysis of biomass.,2013,125,https://www.semanticscholar.org/paper/daac5ff6ce1e8c8247c31b14273c885843772680,https://doi.org/10.1016/j.biortech.2013.01.141
NU,Jennifer B. Dunn,144552733,Most Cited,Life-cycle fossil energy consumption and greenhouse gas emissions of bioderived chemicals and their conventional counterparts.,2014,119,https://www.semanticscholar.org/paper/098868dbb3134272b6fd45d2dd9636a21320cb23,https://doi.org/10.1021/es503766e
NU,Jennifer B. Dunn,144552733,Most Cited,Energy consumption and greenhouse gas emissions from enzyme and yeast manufacture for corn and cellulosic ethanol production,2012,82,https://www.semanticscholar.org/paper/31b362911f48022eef79ad76383275109c6fd7a5,https://doi.org/10.1007/s10529-012-1057-6
NU,Jennifer B. Dunn,144552733,Most Cited,Material Flows of Polyurethane in the United States.,2021,78,https://www.semanticscholar.org/paper/92469ddc2bdc5875a90aca23f673d75cbedb4121,https://doi.org/10.1021/acs.est.1c03654
